StartDate,EndDate,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,DistributionChannel,UserLanguage,Q1.1,Q3.1,Q5.1_4,Q6.1_4,Q7.1_4,Q8.1_4,Q9.1_4,Q10.1_4,Q11.1_4,Q12.1_4,Q13.1_4,Q14.1_4,Q15.1_4,Q16.1_4,Q17.1_4,Q18.1_4,Q19.1_4,Q20.1_4,Q21.1_4,Q22.1_4,Q23.1_4,Q24.1_4,Q25.1_4,Q26.1_4,Q27.1_4,Q28.1_4,Q29.1_4,Q30.1_4,Q31.1_4,Q32.1_4,Q33.1_4,Q34.1_4,Q35.1_4,Q36.1_4,Q37.1_4,Q38.1_4,Q39.1_4,Q40.1_4,Q41.1_4,Q42.1_4,Q43.1_4,Q44.1_4,Q45.1_4,Q46.1_4,Q47.1_4,Q48.1_4,Q49.1_4,Q50.1_4,Q51.1_4,Q52.1_4,Q53.1_4,Q54.1_4,Q55.1_4,Q56.1_4,Q57.1_4,Q58.1_4,Q59.1_4,Q60.1_4,Q61.1_4,Q62.1_4,Q63.1_4,Q64.1_4,Q65.2_1,Q65.3_1,Q66.2,Q66.3,Q66.3_3_TEXT,Q66.4,Q66.4_5_TEXT,Q66.4_9_TEXT,Q66.4_14_TEXT,Q66.4_17_TEXT,Q66.4_19_TEXT,Q66.5,Q66.6,Q66.7,Q66.7_13_TEXT,Q66.8,Q66.9_1,Q66.10,Q66.11,Q66.12,Q66.13,Q9.1_1,Q9.1_2,Q9.1_3,Q9.1_4,Q9.1_5,Q9.1_6,Q9.1_7,Q9.1_8,Q66.15_1,Q66.15_2,Q66.15_3,Q66.15_4,Q66.15_5,Q66.15_6,Q66.15_7,Q66.16,Q66.17_1,Q66.18_1,Q66.19,Q66.20_1,Q66.21,Q66.22,Q66.22_9_TEXT,Q66.23,Q66.23_9_TEXT,Q66.24_1,Q66.24_2,Q66.24_3,Q66.24_4,Q66.24_5,Q66.24_6,PROLIFIC_PID
24/01/2024 09:25,24/01/2024 09:42,100,971,TRUE,24/01/2024 09:42,R_5YxGjDnl77uQV5y,,,,,anonymous,EN,I have read the information above and would like to take part in the survey,651d89a728cee7e121c73249,51,,,59,,53,69,,70,,,64,61,,,,82,81,80,,,,81,82,50,,,51,,60,72,,72,,,70,71,,,72,,74,84,83,,,,84,73,,,63,,72,53,,,52,,53,61,66,53,Male,,"1. English, Welsh, Scottish, Northern Irish or British",,,,,,st5,40000,In full-time paid work (30 or more hours a week),,Yes,30,"2.	Doing alright",4. Neither satisfied nor dissatisfied,5,Good,Not at all,Not at all,Several days,Several days,Not at all,Not at all,Not at all,Not at all,Several days,Several days,Not at all,Several days,Not at all,Several days,Several days,Often true,70,70,trust in leaders,49,I always vote at General Elections,Conservative Party,,Labour Party,,4. Agree,4. Agree,3. Neither agree nor disagree,4. Agree,3. Neither agree nor disagree,3. Neither agree nor disagree,651d89a728cee7e121c73249
24/01/2024 08:46,24/01/2024 09:44,100,3493,TRUE,24/01/2024 09:44,R_7nTREhgVHMJ0XZz,,,,,anonymous,EN,I have read the information above and would like to take part in the survey,61226e707babbb3b6f4a04da,62,,,,39,33,69,,75,,,78,43,,54,,,60,91,,95,,,99,98,100,,,,100,65,,,,47,56,44,,,41,,42,35,,,,53,41,100,,,,99,100,85,,,,74,75,86,36,30,Female,,"1. English, Welsh, Scottish, Northern Irish or British",,,,,,dn14,60000,In full-time paid work (30 or more hours a week),,Yes,11,"2.	Doing alright",5. Somewhat satisfied,5,Very good,Not at all,Not at all,Not at all,Several days,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Several days,Not at all,Not at all,Not at all,Always true,31,73,"Having another child as woul benefit from the removal of child benefit cap, free school meals for all kids as our eldest will soon no longer be eligble",43,I always vote at General Elections,Labour Party,,Labour Party,,4. Agree,2. Disagree,4. Agree,5. Strongly agree,2. Disagree,5. Strongly agree,61226e707babbb3b6f4a04da
24/01/2024 09:27,24/01/2024 09:51,100,1435,TRUE,24/01/2024 09:51,R_2HhIWpmAMHDji0B,,,,,anonymous,EN,I have read the information above and would like to take part in the survey,5c7ff9b018553f0001f0f681,40,,,,40,41,70,,,80,,80,39,60,,,,60,70,,,40,,50,29,30,,,,20,30,,,62,,70,78,,61,,,60,91,,94,,,92,0,,0,,,0,90,,,89,,72,8,10,68,Male,,"1. English, Welsh, Scottish, Northern Irish or British",,,,,,WV3,20000,A homemaker,,Yes,90,"3.	Just about getting by",2. Mostly dissatisfied,6,Fair,Nearly every day,More than half the days,Nearly every day,Nearly every day,Not at all,More than half the days,Nearly every day,Nearly every day,Several days,Several days,More than half the days,Several days,Nearly every day,Several days,Nearly every day,Often true,61,29,"Cost of living, at some point it will be greater than I can l afford to live",40,I always vote at General Elections,Prefer not to say,,Don't know,,5. Strongly agree,4. Agree,5. Strongly agree,5. Strongly agree,3. Neither agree nor disagree,3. Neither agree nor disagree,5c7ff9b018553f0001f0f681
24/01/2024 09:37,24/01/2024 09:53,100,904,TRUE,24/01/2024 09:53,R_3ASEd8denxsEkyM,,,,,anonymous,EN,I have read the information above and would like to take part in the survey,59f17b480fb3a90001bd9ff8,80,,,71,,81,100,,,,100,100,91,,,93,,93,72,76,,,,76,81,,72,,,71,73,,69,,,71,73,,,,68,71,91,91,,,,91,81,92,,,,83,71,74,,,,71,82,60,55,Female,,"1. English, Welsh, Scottish, Northern Irish or British",,,,,,SY13,90000,In full-time paid work (30 or more hours a week),,Yes,30,"2.	Doing alright",6. Mostly satisfied,6,Good,Not at all,Not at all,Several days,Several days,Not at all,Not at all,Not at all,Not at all,Several days,Several days,Not at all,Not at all,Not at all,Not at all,Not at all,Rarely true,70,72,Becoming ill and so need to use the NHS,60,I always vote at General Elections,Green Party,,Labour Party,,4. Agree,4. Agree,2. Disagree,4. Agree,2. Disagree,5. Strongly agree,59f17b480fb3a90001bd9ff8
24/01/2024 09:41,24/01/2024 09:57,100,990,TRUE,24/01/2024 09:57,R_5ex8Vol6rVHfsvi,,,,,anonymous,EN,I have read the information above and would like to take part in the survey,5f5b4aa99a3ef626581a1473,100,,,88,,100,100,,,,100,100,99,,100,,,100,100,100,,,,100,90,,,95,,96,100,,,,100,100,100,,,,99,100,97,,,95,,98,100,,,100,,100,100,,100,,,100,100,79,25,Male,,"1. English, Welsh, Scottish, Northern Irish or British",,,,,,WV6,10000,In irregular or occasional work,,No,87,"4.	Finding it quite difficult",2. Mostly dissatisfied,2,Good,Several days,Several days,Not at all,Several days,More than half the days,Several days,Several days,Nearly every day,Several days,Several days,Several days,Nearly every day,Nearly every day,Not at all,Several days,Often true,44,61,I already support them,0,I always vote at General Elections,Labour Party,,Labour Party,,4. Agree,5. Strongly agree,1. Strongly disagree,4. Agree,2. Disagree,3. Neither agree nor disagree,5f5b4aa99a3ef626581a1473
24/01/2024 09:41,24/01/2024 10:01,100,1186,TRUE,24/01/2024 10:01,R_4JLSGIuu2cneyrl,,,,,anonymous,EN,I have read the information above and would like to take part in the survey,5d41c4d8198538001a375d4b,90,,100,,,100,75,85,,,,85,50,,,70,,65,70,,100,,,90,100,,,100,,100,95,,95,,,95,75,,,61,,70,90,,,,100,90,80,90,,,,90,70,,,,80,75,85,70,32,Female,,"1. English, Welsh, Scottish, Northern Irish or British",,,,,,BL1,28000,In part-time paid work (less than 30 hours a week),,No,40,"4.	Finding it quite difficult",3. Somewhat dissatisfied,4,Good,Several days,Several days,Not at all,Not at all,Several days,More than half the days,More than half the days,Not at all,Several days,Several days,Several days,Several days,Not at all,More than half the days,Several days,Often true,35,45,,50,I sometimes vote at General Elections,Labour Party,,Don't know,,4. Agree,4. Agree,2. Disagree,4. Agree,4. Agree,4. Agree,5d41c4d8198538001a375d4b
24/01/2024 09:46,24/01/2024 10:01,100,938,TRUE,24/01/2024 10:01,R_4Dv94NG5TtT6f4Y,,,,,anonymous,EN,I have read the information above and would like to take part in the survey,58ededd652ac63000154a4e6,90,,,,80,80,100,,100,,,100,100,100,,,,100,100,,,,100,100,100,,100,,,100,91,89,,,,90,81,100,,,,96,90,,95,,,93,49,,82,,,90,100,,100,,,100,91,81,59,Male,,"5. Any other White background, please type in below",ZAR,,,,,OL9,21000,Self-employed,,Yes,10,5. Finding it very difficult,1. Completely dissatisfied,3,Bad,Several days,More than half the days,Nearly every day,Several days,Not at all,More than half the days,Not at all,Not at all,Nearly every day,Nearly every day,Nearly every day,Several days,Not at all,Several days,More than half the days,Always true,81,9,I support all the policies I evaluated in thisd survey. Some I support more than others. No changes in my circumstances will make me support them less.,40,I always vote at General Elections,Labour Party,,Labour Party,,1. Strongly disagree,4. Agree,1. Strongly disagree,4. Agree,4. Agree,4. Agree,58ededd652ac63000154a4e6
24/01/2024 09:36,24/01/2024 10:01,100,1534,TRUE,24/01/2024 10:02,R_27B8WstnOz5muv6,,,,,anonymous,EN,I have read the information above and would like to take part in the survey,5eccf455d8fbb95121cc38cd,90,,65,,,90,51,60,,,,71,60,,,,66,60,92,,50,,,75,61,70,,,,70,80,,,60,,80,30,,70,,,75,30,65,,,,67,0,,,,5,7,62,80,,,,91,76,90,25,Female,,"5. Any other White background, please type in below",Polish,,,,,DN12,30000,In full-time paid work (30 or more hours a week),,Yes,9,"3.	Just about getting by",5. Somewhat satisfied,5,Very good,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Often true,75,86,,49,I never vote at General Elections,Prefer not to say,,Don't know,,5. Strongly agree,2. Disagree,5. Strongly agree,4. Agree,2. Disagree,4. Agree,5eccf455d8fbb95121cc38cd
24/01/2024 09:53,24/01/2024 10:04,100,651,TRUE,24/01/2024 10:04,R_2TMe2lk7q2aRUCg,,,,,anonymous,EN,I have read the information above and would like to take part in the survey,59493297e0c5fa000108667c,71,90,,,,73,66,,85,,,68,100,72,,,,90,41,82,,,,66,90,,,,82,92,12,,,,26,12,40,66,,,,72,40,,,40,,42,52,,69,,,84,84,,,96,,95,71,85,31,Female,,"1. English, Welsh, Scottish, Northern Irish or British",,,,,,LL12,70000,In full-time paid work (30 or more hours a week),,Yes,29,"3.	Just about getting by",5. Somewhat satisfied,7,Very good,Several days,Not at all,Several days,Several days,Several days,Several days,Several days,Not at all,Several days,Several days,Several days,Several days,Several days,More than half the days,Several days,Always true,55,70,If my husband and I separated I would be on a very low income as a single mum,30,I always vote at General Elections,Labour Party,,Conservative Party,,4. Agree,4. Agree,2. Disagree,3. Neither agree nor disagree,4. Agree,2. Disagree,59493297e0c5fa000108667c
24/01/2024 09:34,24/01/2024 10:06,100,1912,TRUE,24/01/2024 10:06,R_4TmWmYIhwJAvsx4,,,,,anonymous,EN,I have read the information above and would like to take part in the survey,5da41f84a39c100018614e31,72,75,,,,74,55,,65,,,65,62,,72,,,68,71,,,,68,60,75,,,,30,60,69,,,,86,78,49,,68,,,63,57,,,,73,74,74,,,76,,76,65,,,73,,78,69,55,30,Female,,"1. English, Welsh, Scottish, Northern Irish or British",,,,,,LL13,20000,Doing voluntary work,,Yes,29,"3.	Just about getting by",3. Somewhat dissatisfied,4,Very good,Not at all,More than half the days,Several days,Several days,Not at all,Several days,Not at all,Not at all,Several days,Several days,Several days,Not at all,Not at all,Several days,Several days,Always true,65,19,Decreased income.,20,I sometimes vote at General Elections,Labour Party,,Labour Party,,4. Agree,3. Neither agree nor disagree,2. Disagree,3. Neither agree nor disagree,3. Neither agree nor disagree,2. Disagree,5da41f84a39c100018614e31
24/01/2024 09:57,24/01/2024 10:11,100,838,TRUE,24/01/2024 10:11,R_4knqYoYLfPNhcDS,,,,,anonymous,EN,I have read the information above and would like to take part in the survey,5cb9f8a993c025001cb0c292,22,30,,,,37,43,,,54,,53,23,,42,,,32,34,35,,,,42,26,42,,,,37,19,27,,,,22,38,,,45,,28,45,,28,,,35,73,,,,29,51,27,,88,,,57,41,41,34,Female,,"1. English, Welsh, Scottish, Northern Irish or British",,,,,,Ll17,72000,In full-time paid work (30 or more hours a week),,Yes,0,"1.	Living comfortably",2. Mostly dissatisfied,6,Good,Not at all,Several days,Not at all,Several days,Not at all,Several days,Not at all,Not at all,Several days,Not at all,Not at all,Several days,Several days,Several days,Not at all,Often true,52,78,No,64,I always vote at General Elections,Conservative Party,,Labour Party,,2. Disagree,4. Agree,2. Disagree,2. Disagree,4. Agree,2. Disagree,5cb9f8a993c025001cb0c292
24/01/2024 09:54,24/01/2024 10:14,100,1207,TRUE,24/01/2024 10:14,R_2iwmI8RPkPvH05f,,,,,anonymous,EN,I have read the information above and would like to take part in the survey,5cf656e90acc8f000147f643,95,,100,,,100,100,85,,,,100,59,,,71,,65,89,,,58,,82,19,,,6,,6,0,,5,,,4,20,,,37,,23,100,100,,,,100,100,100,,,,100,49,77,,,,75,56,9,30,Male,,"1. English, Welsh, Scottish, Northern Irish or British",,,,,,OL6,3600,Unemployed and looking for work,,Yes,6,"4.	Finding it quite difficult",1. Completely dissatisfied,3,Fair,Not at all,Not at all,Nearly every day,Nearly every day,Several days,Not at all,Several days,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Several days,Not at all,Often true,32,49,If I could trust a politician to do it all in an order that makes sense then yeah I could. There are no brave politicians that do what they say.,50,I always vote at General Elections,Conservative Party,,Green Party,,5. Strongly agree,2. Disagree,4. Agree,5. Strongly agree,1. Strongly disagree,5. Strongly agree,5cf656e90acc8f000147f643
24/01/2024 09:37,24/01/2024 10:15,100,2310,TRUE,24/01/2024 10:15,R_5VlnjOGh0BEy7RD,,,,,anonymous,EN,I have read the information above and would like to take part in the survey,629265c60618ae54bb11c2bf,59,,,,60,61,78,,,81,,80,91,,,,91,90,85,,,87,,85,25,,24,,,21,69,,,67,,62,70,,,,67,66,92,,93,,,92,93,,,95,,95,97,,,,96,96,76,40,60,Male,,"1. English, Welsh, Scottish, Northern Irish or British",,,,,,BB18,44500,In full-time paid work (30 or more hours a week),,Yes,19,"2.	Doing alright",4. Neither satisfied nor dissatisfied,5,Good,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Often true,32,63,"Can not think of any, sorry.",22,I always vote at General Elections,Liberal Democrats,,Labour Party,,3. Neither agree nor disagree,4. Agree,2. Disagree,2. Disagree,4. Agree,3. Neither agree nor disagree,629265c60618ae54bb11c2bf
24/01/2024 10:11,24/01/2024 10:29,100,1095,TRUE,24/01/2024 10:29,R_6FlfDJuNEfL0hAv,,,,,anonymous,EN,I have read the information above and would like to take part in the survey,649d45f42e41d30bba013c88,60,,,,80,80,30,20,,,,20,80,90,,,,90,50,,30,,,30,30,,,20,,20,10,,10,,,10,60,,60,,,60,80,,,90,,90,90,,,,90,90,50,,,,50,50,70,60,62,Female,,"1. English, Welsh, Scottish, Northern Irish or British",,,,,,TS11,21000,Self-employed,,Yes,0,"3.	Just about getting by",3. Somewhat dissatisfied,4,Very good,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Often true,50,70,If I was to become disabled and unable to work,70,I always vote at General Elections,Conservative Party,,Reform UK,,2. Disagree,5. Strongly agree,4. Agree,3. Neither agree nor disagree,4. Agree,2. Disagree,649d45f42e41d30bba013c88
24/01/2024 10:12,24/01/2024 10:31,100,1127,TRUE,24/01/2024 10:31,R_4ZyyPCctSTuNbk5,,,,,anonymous,EN,I have read the information above and would like to take part in the survey,55cf6a7b34e9060005e56ca2,52,17,,,,33,100,,,100,,100,100,,100,,,100,100,,,,100,100,77,69,,,,70,90,,,,90,91,91,93,,,,91,100,,,100,,100,100,,,100,,100,89,,,89,,87,91,53,61,Female,,"5. Any other White background, please type in below",European ,,,,,LL57,46000,In full-time paid work (30 or more hours a week),,Yes,0,"2.	Doing alright",7. Completely satisfied,5,Very good,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Often true,95,99,No,36,I always vote at General Elections,Labour Party,,Labour Party,,3. Neither agree nor disagree,4. Agree,2. Disagree,2. Disagree,4. Agree,5. Strongly agree,55cf6a7b34e9060005e56ca2
24/01/2024 09:51,24/01/2024 10:32,100,2425,TRUE,24/01/2024 10:32,R_4XIBJrUza4sDjOh,,,,,anonymous,EN,I have read the information above and would like to take part in the survey,63c014d48a1fb74f916f4158,79,,,74,,81,98,,,,94,95,96,,,,80,80,96,,99,,,95,81,,90,,,86,80,90,,,,95,71,,,,85,75,86,,,,65,60,100,90,,,,100,97,98,,,,98,95,39,59,Female,,"1. English, Welsh, Scottish, Northern Irish or British",,,,,,OL8,18000,Unemployed and looking for work,,No,70,"3.	Just about getting by",3. Somewhat dissatisfied,4,Fair,Several days,Not at all,Several days,Several days,Not at all,Not at all,Not at all,Not at all,Several days,Several days,Several days,Not at all,Not at all,Not at all,More than half the days,Often true,40,44,"Homelessness, sanctions. ",15,I always vote at General Elections,Labour Party,,Labour Party,,4. Agree,4. Agree,2. Disagree,3. Neither agree nor disagree,2. Disagree,3. Neither agree nor disagree,63c014d48a1fb74f916f4158
24/01/2024 09:36,24/01/2024 10:33,100,3459,TRUE,24/01/2024 10:33,R_7qxn5C0WO6oslCd,,,,,anonymous,EN,I have read the information above and would like to take part in the survey,5c707693db12e3000146b16d,60,,,79,,72,91,,,,78,90,71,,,82,,81,65,,,82,,77,65,,,,75,71,80,,,90,,87,61,,,81,,67,70,,71,,,70,55,,42,,,51,55,,60,,,54,65,28,32,Male,,"1. English, Welsh, Scottish, Northern Irish or British",,,,,,DN14,45000,In full-time education,,No,22,"2.	Doing alright",4. Neither satisfied nor dissatisfied,5,Good,Not at all,Not at all,Several days,Several days,Not at all,Not at all,Not at all,Not at all,More than half the days,Not at all,Several days,Not at all,Not at all,Not at all,Not at all,Often true,40,53,"On a selfish level, if I were to become unemployed, or experience ongoing health problems, whilst having children",55,I always vote at General Elections,Conservative Party,,Conservative Party,,2. Disagree,5. Strongly agree,3. Neither agree nor disagree,2. Disagree,5. Strongly agree,3. Neither agree nor disagree,5c707693db12e3000146b16d
24/01/2024 10:20,24/01/2024 10:56,100,2125,TRUE,24/01/2024 10:56,R_2R7xZJ0oftuUFzI,,,,,anonymous,EN,I have read the information above and would like to take part in the survey,63ef938aea545fb9bd19a591,50,,,,70,60,40,,30,,,30,70,80,,,,80,80,,80,,,80,20,,,,20,20,70,,70,,,80,40,40,,,,40,60,60,,,,60,90,,,10,,60,50,,,10,,30,10,30,52,Male,,"1. English, Welsh, Scottish, Northern Irish or British",,,,,,BB8,25000,In full-time paid work (30 or more hours a week),,Yes,60,"3.	Just about getting by",2. Mostly dissatisfied,5,Good,More than half the days,Several days,Not at all,Several days,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Several days,Several days,Not at all,Not at all,Often true,70,60,No don't think so,100,I sometimes vote at General Elections,Conservative Party,,Don't know,,5. Strongly agree,2. Disagree,5. Strongly agree,5. Strongly agree,2. Disagree,1. Strongly disagree,63ef938aea545fb9bd19a591
24/01/2024 10:46,24/01/2024 10:59,100,806,TRUE,24/01/2024 10:59,R_1D8Dl9HgghZBVWi,,,,,anonymous,EN,I have read the information above and would like to take part in the survey,641619d1004de9ef3745c58d,82,,,84,,84,62,,,83,,76,50,,,75,,75,100,,,81,,100,82,,,59,,84,100,,,100,,100,81,,81,,,83,50,,,,71,68,69,,,,62,65,91,,76,,,89,80,87,32,Male,,"1. English, Welsh, Scottish, Northern Irish or British",,,,,,Dn6,100000,In full-time paid work (30 or more hours a week),,No,62,"3.	Just about getting by",4. Neither satisfied nor dissatisfied,4,Fair,Several days,More than half the days,Nearly every day,Several days,Not at all,Several days,Not at all,Not at all,More than half the days,More than half the days,More than half the days,More than half the days,More than half the days,Several days,Several days,Always true,30,31,,50,I sometimes vote at General Elections,Labour Party,,Don't know,,4. Agree,4. Agree,3. Neither agree nor disagree,3. Neither agree nor disagree,4. Agree,2. Disagree,641619d1004de9ef3745c58d
24/01/2024 10:28,24/01/2024 11:01,100,1965,TRUE,24/01/2024 11:01,R_7KOfx8vl72Vz8lu,,,,,anonymous,EN,I have read the information above and would like to take part in the survey,5cdd2e2a8b39ba00191a227e,65,,80,,,91,72,,75,,,75,50,,,,65,66,100,,,,100,100,100,,100,,,100,71,,,,50,60,80,,,,82,91,100,,,,100,100,82,95,,,,96,100,100,,,,100,91,95,27,Male,,"1. English, Welsh, Scottish, Northern Irish or British",,,,,,DL15,25000,In irregular or occasional work,,No,100,"4.	Finding it quite difficult",3. Somewhat dissatisfied,3,Very good,More than half the days,Nearly every day,Several days,More than half the days,Several days,Nearly every day,Not at all,Not at all,Nearly every day,Nearly every day,Nearly every day,Nearly every day,Several days,Nearly every day,Nearly every day,Always true,20,25,"I am finding myself in a difficult situation right now - the only suggestion I can make is if I get a stable income in the future. The industry I am working in is completely undervalued by society and last year there was little to hardly any work. If I get work in a different sector, I would certainly be more supportive of the programme of policies outlined in this survey.",25,I always vote at General Elections,Labour Party,,Labour Party,,2. Disagree,2. Disagree,1. Strongly disagree,2. Disagree,3. Neither agree nor disagree,2. Disagree,5cdd2e2a8b39ba00191a227e
24/01/2024 10:53,24/01/2024 11:06,100,764,TRUE,24/01/2024 11:06,R_7j07ClcbwPf2gKS,,,,,anonymous,EN,I have read the information above and would like to take part in the survey,5774db84f8f7ed00014b48c5,72,,92,,,80,77,,,,92,82,68,,83,,,86,72,81,,,,77,54,74,,,,68,90,95,,,,92,68,,,72,,77,56,,81,,,67,80,,88,,,85,57,,,,82,83,92,93,42,Female,,"1. English, Welsh, Scottish, Northern Irish or British",,,,,,tf10,70000,Self-employed,,Yes,5,"2.	Doing alright",6. Mostly satisfied,7,Very good,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Several days,Not at all,Several days,Not at all,Not at all,Not at all,Not at all,Often true,58,81,no,80,I always vote at General Elections,Conservative Party,,Don't know,,4. Agree,3. Neither agree nor disagree,2. Disagree,3. Neither agree nor disagree,4. Agree,3. Neither agree nor disagree,5774db84f8f7ed00014b48c5
24/01/2024 11:14,24/01/2024 11:24,100,613,TRUE,24/01/2024 11:24,R_2XnhPb0Oc7sHNC1,,,,,anonymous,EN,I have read the information above and would like to take part in the survey,607aecf17fba388e74345f3e,60,,,,80,50,80,,93,,,90,66,,,62,,62,79,,,,82,78,79,,94,,,95,83,76,,,,81,79,,,,60,65,68,,67,,,69,47,,,59,,50,64,,,69,,64,74,65,36,Female,,"1. English, Welsh, Scottish, Northern Irish or British",,,,,,b42,45000,"Other, please type in below",Maternity,Yes,71,"3.	Just about getting by",4. Neither satisfied nor dissatisfied,6,Good,Several days,Not at all,More than half the days,More than half the days,Not at all,Not at all,Several days,Not at all,Several days,Several days,Several days,Several days,Several days,Not at all,Several days,Often true,59,68,The better income ,56,I always vote at General Elections,Green Party,,Green Party,,4. Agree,3. Neither agree nor disagree,4. Agree,4. Agree,3. Neither agree nor disagree,3. Neither agree nor disagree,607aecf17fba388e74345f3e
24/01/2024 10:59,24/01/2024 11:24,100,1522,TRUE,24/01/2024 11:24,R_2n9ruEIIUToGEcS,,,,,anonymous,EN,I have read the information above and would like to take part in the survey,588f32d59c4f3f00010f1471,60,,75,,,60,70,,,70,,70,75,,,,70,80,85,,95,,,91,70,,,76,,80,71,,,,65,75,70,71,,,,78,81,,,86,,91,50,,,,56,56,60,,,,55,60,70,80,62,Male,,"1. English, Welsh, Scottish, Northern Irish or British",,,,,,BL3,21000,Self-employed,,Yes,70,"4.	Finding it quite difficult",3. Somewhat dissatisfied,3,Good,Not at all,Not at all,Several days,Not at all,Not at all,Not at all,Not at all,Not at all,Several days,Not at all,Several days,Not at all,Not at all,Not at all,Not at all,Often true,55,47,I would probably vote for a party that has these policies in its manifesto.,25,I always vote at General Elections,Labour Party,,Labour Party,,2. Disagree,4. Agree,1. Strongly disagree,3. Neither agree nor disagree,3. Neither agree nor disagree,2. Disagree,588f32d59c4f3f00010f1471
24/01/2024 11:15,24/01/2024 11:31,100,916,TRUE,24/01/2024 11:31,R_5s5sxhj5FKHZLZD,,,,,anonymous,EN,I have read the information above and would like to take part in the survey,612fad8cc0210532817a60cb,60,81,,,,71,91,,,,90,91,100,,100,,,100,71,,91,,,81,50,82,,,,60,61,,82,,,72,91,,,93,,91,100,92,,,,100,80,81,,,,81,60,51,,,,61,91,19,58,Female,,"1. English, Welsh, Scottish, Northern Irish or British",,,,,,LL49,90000,In part-time paid work (less than 30 hours a week),,Yes,2,"1.	Living comfortably",7. Completely satisfied,9,Good,Several days,Several days,Several days,Several days,Several days,Several days,Not at all,Not at all,Several days,Several days,Several days,Several days,Not at all,Not at all,Several days,Often true,71,71,None,72,I always vote at General Elections,Conservative Party,,Conservative Party,,2. Disagree,4. Agree,2. Disagree,3. Neither agree nor disagree,4. Agree,4. Agree,612fad8cc0210532817a60cb
24/01/2024 11:01,24/01/2024 11:31,100,1837,TRUE,24/01/2024 11:31,R_8CoZq0CaJwUxKtZ,,,,,anonymous,EN,I have read the information above and would like to take part in the survey,60b36f7f827bf0582b62c63a,100,90,,,,100,100,70,,,,95,85,100,,,,100,80,69,,,,75,49,55,,,,50,60,,,65,,65,87,,95,,,97,97,100,,,,100,100,,100,,,100,95,,100,,,99,80,25,41,Female,,"1. English, Welsh, Scottish, Northern Irish or British",,,,,,TS10,27000,In part-time paid work (less than 30 hours a week),,Yes,35,"3.	Just about getting by",4. Neither satisfied nor dissatisfied,5,Good,Several days,Several days,Several days,Several days,Not at all,Several days,Not at all,Not at all,Several days,Not at all,Several days,Not at all,Not at all,Several days,Several days,Often true,70,65,"If I decide to have children, which would be a complete u-turn for me, that would make me support the entire programme more, but I already support it pretty strongly anyway.",60,I always vote at General Elections,Conservative Party,,Don't know,,4. Agree,3. Neither agree nor disagree,2. Disagree,4. Agree,3. Neither agree nor disagree,5. Strongly agree,60b36f7f827bf0582b62c63a
24/01/2024 11:14,24/01/2024 11:32,100,1089,TRUE,24/01/2024 11:32,R_2SYugCXzPlbQeQ1,,,,,anonymous,EN,I have read the information above and would like to take part in the survey,5d986e29adb3a003bb2ae89f,50,,,,75,60,82,,,92,,92,61,,,,71,71,77,,,75,,78,71,,,,82,86,86,,81,,,92,81,82,,,,85,93,,,51,,82,91,62,,,,95,81,,61,,,82,85,59,28,Female,,"1. English, Welsh, Scottish, Northern Irish or British",,,,,,LS3,45000,In full-time paid work (30 or more hours a week),,No,41,"2.	Doing alright",5. Somewhat satisfied,7,Good,Not at all,Not at all,Several days,Several days,Not at all,Several days,Several days,Not at all,Not at all,Not at all,Several days,Several days,Not at all,Not at all,Not at all,Always true,61,60,"Not sure, sorry",20,I always vote at General Elections,Labour Party,,Labour Party,,1. Strongly disagree,4. Agree,2. Disagree,3. Neither agree nor disagree,3. Neither agree nor disagree,4. Agree,5d986e29adb3a003bb2ae89f
