StartDate	EndDate	Progress	Duration (in seconds)	Finished	RecordedDate	ResponseId	RecipientLastName	RecipientFirstName	RecipientEmail	ExternalReference	DistributionChannel	UserLanguage	Q1.1	Q3.1	Q5.1_4	Q6.1_4	Q7.1_4	Q8.1_4	Q9.1_4	Q10.1_4	Q11.1_4	Q12.1_4	Q13.1_4	Q14.1_4	Q15.1_4	Q16.1_4	Q17.1_4	Q18.1_4	Q19.1_4	Q20.1_4	Q21.1_4	Q22.1_4	Q23.1_4	Q24.1_4	Q25.1_4	Q26.1_4	Q27.1_4	Q28.1_4	Q29.1_4	Q30.1_4	Q31.1_4	Q32.1_4	Q33.1_4	Q34.1_4	Q35.1_4	Q36.1_4	Q37.1_4	Q38.1_4	Q39.1_4	Q40.1_4	Q41.1_4	Q42.1_4	Q43.1_4	Q44.1_4	Q45.1_4	Q46.1_4	Q47.1_4	Q48.1_4	Q49.1_4	Q50.1_4	Q51.1_4	Q52.1_4	Q53.1_4	Q54.1_4	Q55.1_4	Q56.1_4	Q57.1_4	Q58.1_4	Q59.1_4	Q60.1_4	Q61.1_4	Q62.1_4	Q63.1_4	Q64.1_4	Q65.2_1	Q65.3_1	Q66.2	Q66.3	Q66.3_3_TEXT	Q66.4	Q66.4_5_TEXT	Q66.4_9_TEXT	Q66.4_14_TEXT	Q66.4_17_TEXT	Q66.4_19_TEXT	Q66.5	Q66.6	Q66.7	Q66.7_13_TEXT	Q66.8	Q66.9_1	Q66.10	Q66.11	Q66.12	Q66.13	Q9.1_1	Q9.1_2	Q9.1_3	Q9.1_4_1	Q9.1_5	Q9.1_6	Q9.1_7	Q9.1_8	Q66.15_1	Q66.15_2	Q66.15_3	Q66.15_4	Q66.15_5	Q66.15_6	Q66.15_7	Q66.16	Q66.17_1	Q66.18_1	Q66.19	Q66.20_1	Q66.21	Q66.22	Q66.22_9_TEXT	Q66.23	Q66.23_9_TEXT	Q66.24_1	Q66.24_2	Q66.24_3	Q66.24_4	Q66.24_5	Q66.24_6	PROLIFIC_PID	is_redwall
23/01/2024 21:43	23/01/2024 22:03	100	1233	true	23/01/2024 22:03	R_3rCakwsibfTq2sh					anonymous	EN	I have read the information above and would like to take part in the survey	5ee1311e3348314f4f4a8d30	13	56				20	79				91	97	63		14			14	52			43		30	44			27		27	28				32	26	2	0				0	78	46				57	32		12			13	25				40	8	33	20	46	Male		5. Any other White background, please type in below	British/German 					Dn14	52000	In full-time paid work (30 or more hours a week)		Yes	20	"3.	Just about getting by"	4. Neither satisfied nor dissatisfied	7	Fair	Several days	Not at all	Several days	Several days	Not at all	Not at all	Several days	Not at all	Several days	Several days	Several days	Not at all	Not at all	Several days	More than half the days	Often true	62	71	If you wants something work hard and get it, lets not normalise idleness 	53	I always vote at General Elections	Green Party		Green Party		2. Disagree	4. Agree	2. Disagree	3. Neither agree nor disagree	4. Agree	3. Neither agree nor disagree	5ee1311e3348314f4f4a8d30	true
23/01/2024 21:36	23/01/2024 22:04	100	1678	true	23/01/2024 22:04	R_42LSnkUOeFXbmSs					anonymous	EN	I have read the information above and would like to take part in the survey	5ccaf69560b1d20017f1b886	83			94		98	65				42	49	89				79	87	100	85				100	75	92				86	100			87		88	80				74	70	83				82	79	71			78		92	56			55		55	82	19	45	Female		1. English, Welsh, Scottish, Northern Irish or British						Ts11	79000	In full-time paid work (30 or more hours a week)		No	16	"2.	Doing alright"	6. Mostly satisfied	5	Fair	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Often true	71	100		56	I always vote at General Elections	Labour Party		Labour Party		4. Agree	3. Neither agree nor disagree	3. Neither agree nor disagree	1. Strongly disagree	3. Neither agree nor disagree	1. Strongly disagree	5ccaf69560b1d20017f1b886	true
23/01/2024 21:34	23/01/2024 22:06	100	1917	true	23/01/2024 22:06	R_7J7lOTauW6LHdRv					anonymous	EN	I have read the information above and would like to take part in the survey	61112825cb367b548966f5a6	10				10	10	70	85				70	70		10			65	50		26			50	10		0			5	20	5				20	6	19				15	31	31				32	35		38			43	29				69	46	15	50	36	Female		1. English, Welsh, Scottish, Northern Irish or British						Dn5	65000	In full-time paid work (30 or more hours a week)		Yes	60	"2.	Doing alright"	5. Somewhat satisfied	6	Bad	Nearly every day	Nearly every day	Nearly every day	Nearly every day	Nearly every day	Nearly every day	Nearly every day	Nearly every day	Nearly every day	Nearly every day	Nearly every day	Nearly every day	Nearly every day	Nearly every day	Nearly every day	Always true	10	25	None, I personally believe we need to re evaluate the benefit system, if we got those that can work to work and stopped the feeling of entitlement that people should be paid to have kids or are owed something we could better spend that money on the nhs, education and disability 	70	I always vote at General Elections	Conservative Party		Don't know		4. Agree	4. Agree	2. Disagree	4. Agree	2. Disagree	4. Agree	61112825cb367b548966f5a6	true
23/01/2024 21:49	23/01/2024 22:06	100	1020	true	23/01/2024 22:06	R_1pQNzapMSzqQgJX					anonymous	EN	I have read the information above and would like to take part in the survey	5feb9a64d42dc5c4926ffe03	91				80	90	90		93			91	75			75		75	90		90			93	65				69	65	60			50		66	80	75				80	60		75			70	85			50		55	55	47				50	20	80	34	Male		1. English, Welsh, Scottish, Northern Irish or British						CA14	55000	In full-time paid work (30 or more hours a week)		No	5	"2.	Doing alright"	4. Neither satisfied nor dissatisfied	4	Good	Not at all	Not at all	Several days	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Often true	75	75		45	I sometimes vote at General Elections	I chose not to vote at the last General Election		Labour Party		4. Agree	3. Neither agree nor disagree	4. Agree	4. Agree	2. Disagree	3. Neither agree nor disagree	5feb9a64d42dc5c4926ffe03	true
23/01/2024 21:34	23/01/2024 22:07	100	1951	true	23/01/2024 22:07	R_4PXImv4qb83adTq					anonymous	EN	I have read the information above and would like to take part in the survey	63d8267294c685a091016df0	50				86	80	68				69	89	100			100		100	65	100				100	100	18				25	100				73	86	100			100		100	100				77	83	80				85	86	70		90			85	92	50	26	Male		1. English, Welsh, Scottish, Northern Irish or British						FY7	20000	In full-time paid work (30 or more hours a week)		No	68	5. Finding it very difficult	2. Mostly dissatisfied	2	Fair	More than half the days	More than half the days	Nearly every day	Several days	More than half the days	More than half the days	More than half the days	Several days	More than half the days	More than half the days	More than half the days	Several days	Several days	More than half the days	More than half the days	Often true	32	28	More need for basic income or proof that it actually works	26	I always vote at General Elections	Labour Party		Labour Party		2. Disagree	4. Agree	1. Strongly disagree	2. Disagree	4. Agree	4. Agree	63d8267294c685a091016df0	true
23/01/2024 21:48	23/01/2024 22:07	100	1120	true	23/01/2024 22:07	R_8GwZ68BMzqjlwll					anonymous	EN	I have read the information above and would like to take part in the survey	65884b3662a150f02800a568	80			53		52	60			54		54	55	52				52	56				57	51	59		58			61	57				58	69	100				82	100	37	49				27	11				85	13	100		80			99	51	52	22	Male		2. White and Black African						E12	65000	In part-time paid work (less than 30 hours a week)		No	0	"3.	Just about getting by"	4. Neither satisfied nor dissatisfied	6	Bad	Not at all	Several days	Several days	Several days	Not at all	Several days	Not at all	Not at all	Not at all	Not at all	Several days	More than half the days	Not at all	Several days	Several days	Often true	52	53	i regain my health completely and i can get a better job and move into my own house	17	I sometimes vote at General Elections	Labour Party		Labour Party		2. Disagree	5. Strongly agree	4. Agree	3. Neither agree nor disagree	3. Neither agree nor disagree	5. Strongly agree	65884b3662a150f02800a568	true
23/01/2024 21:37	23/01/2024 22:08	100	1862	true	23/01/2024 22:08	R_1qQBenm3yrHOTr9					anonymous	EN	I have read the information above and would like to take part in the survey	604d5e61486bd0622d2102c0	100		100			100	20	70				80	60		20			10	80			100		100	100				80	100	90			100		100	30		80			70	100			100		100	40				70	50	40				80	70	100	60	24	Female		1. English, Welsh, Scottish, Northern Irish or British						FY8	30000	Unable to work through sickness/disability		No	30	"2.	Doing alright"	6. Mostly satisfied	4	Good	More than half the days	Several days	Nearly every day	Nearly every day	Nearly every day	More than half the days	Nearly every day	Not at all	Several days	More than half the days	Nearly every day	Several days	Several days	Not at all	Several days	Always true	30	40	If I had a job perhaps my views would alter.	50	I never vote at General Elections	I chose not to vote at the last General Election		I will choose not to vote at the next General Election		4. Agree	3. Neither agree nor disagree	2. Disagree	4. Agree	3. Neither agree nor disagree	4. Agree	604d5e61486bd0622d2102c0	true
23/01/2024 21:56	23/01/2024 22:08	100	752	true	23/01/2024 22:08	R_271DBwAtyeq3m6n					anonymous	EN	I have read the information above and would like to take part in the survey	59d6a8053e5ea00001e1cf49	88		95			100	73		76			82	85				100	100	96		100			100	100	100				100	90	93				94	80		88			97	75	89				91	87		84			87	81				89	91	100	100	43	Female		1. English, Welsh, Scottish, Northern Irish or British						TS28	45000	In full-time paid work (30 or more hours a week)		Yes	30	"2.	Doing alright"	4. Neither satisfied nor dissatisfied	5	Good	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Often true	85	83	None	82	I always vote at General Elections	Labour Party		Labour Party		2. Disagree	4. Agree	2. Disagree	3. Neither agree nor disagree	4. Agree	2. Disagree	59d6a8053e5ea00001e1cf49	true
23/01/2024 21:44	23/01/2024 22:10	100	1575	true	23/01/2024 22:10	R_2s0gWANMmkft136					anonymous	EN	I have read the information above and would like to take part in the survey	6361bfe81e0da4a406b33f1e	80	60				70	75				80	80	65		90			80	50		70			60	40		70			55	55			65		60	75		85			80	30		70			50	65	65				65	80	100				95	75	85	31	Male		1. English, Welsh, Scottish, Northern Irish or British						WV6	15000	In irregular or occasional work		No	70	"3.	Just about getting by"	2. Mostly dissatisfied	3	Good	Several days	Several days	Several days	Several days	Not at all	Several days	Not at all	Not at all	More than half the days	Several days	Several days	Not at all	Not at all	Not at all	Not at all	Often true	35	30	I think in the future my living situation/available money may become a lot worse, so I could see myself supporting these programs in the future as they seem to look after the less well off people.	50	I never vote at General Elections	I chose not to vote at the last General Election		I will choose not to vote at the next General Election		4. Agree	4. Agree	4. Agree	4. Agree	3. Neither agree nor disagree	3. Neither agree nor disagree	6361bfe81e0da4a406b33f1e	true
23/01/2024 21:42	23/01/2024 22:10	100	1731	true	23/01/2024 22:10	R_8CT8AsPV9V7Prdt					anonymous	EN	I have read the information above and would like to take part in the survey	5fb8d29daff3bb26b233b979	60			81		65	70			71		70	100			85		100	86			78		88	48			65		53	84		83			86	81	81				87	100	86				100	90			79		88	88		78			85	85	71	62	Male		1. English, Welsh, Scottish, Northern Irish or British						CA4	14000	Other, please type in below	Retired 	Yes	2	"2.	Doing alright"	3. Somewhat dissatisfied	4	Good	Not at all	Not at all	Not at all	Several days	Not at all	Not at all	Not at all	Not at all	Several days	Not at all	Not at all	Not at all	Not at all	Not at all	Several days	Often true	80	79	None	60	I always vote at General Elections	Conservative Party		Labour Party		4. Agree	3. Neither agree nor disagree	2. Disagree	5. Strongly agree	2. Disagree	4. Agree	5fb8d29daff3bb26b233b979	true
23/01/2024 21:46	23/01/2024 22:11	100	1534	true	23/01/2024 22:11	R_3rMmFwg3ebROrc7					anonymous	EN	I have read the information above and would like to take part in the survey	5a6c9ecfe70ca900017acfb9	80				50	80	100			100		100	90			100		100	100		100			100	60		100			100	90				70	80	70			100		100	100			100		100	100		40			75	50			75		50	75	100	32	Female		1. English, Welsh, Scottish, Northern Irish or British						DL14	30000	In full-time paid work (30 or more hours a week)		Yes	50	"2.	Doing alright"	3. Somewhat dissatisfied	5	Very good	Not at all	Not at all	Several days	Several days	Not at all	Not at all	Not at all	Not at all	Several days	Not at all	Not at all	Several days	Not at all	Not at all	Not at all	Often true	40	50	If I lost my job, if I had children and if the gas and electric costs continued to rise. These would all make me support the policies more	25	I always vote at General Elections	Labour Party		Reform UK		2. Disagree	4. Agree	1. Strongly disagree	4. Agree	3. Neither agree nor disagree	4. Agree	5a6c9ecfe70ca900017acfb9	true
23/01/2024 21:42	23/01/2024 22:12	100	1804	true	23/01/2024 22:12	R_6PMqPq8VedsTG0e					anonymous	EN	I have read the information above and would like to take part in the survey	601b242daf64534af93426d6	19		19			21	73		86			79	62				16	52	44				33	56	51			80		64	41		56			54	72		62			81	70			74		87	95	27				93	66			84		84	61	38	25	Female		"1.	Indian"						CA1	18000	In full-time paid work (30 or more hours a week)		No	55	"4.	Finding it quite difficult"	1. Completely dissatisfied	4	Bad	Several days	Several days	More than half the days	Several days	Nearly every day	More than half the days	Several days	Not at all	More than half the days	Several days	Several days	Not at all	Not at all	Several days	Several days	Often true	26	45	an increase in my income to support myself with the inflation	41	I've not been eligible in the past to vote at a General Election	I was not eligible to vote at the last General Election (for example due to age, residency etc.)		Labour Party		4. Agree	4. Agree	5. Strongly agree	5. Strongly agree	1. Strongly disagree	4. Agree	601b242daf64534af93426d6	true
23/01/2024 21:18	23/01/2024 22:13	100	3269	true	23/01/2024 22:13	R_4BwwxFju7fkhFdn					anonymous	EN	I have read the information above and would like to take part in the survey	5a993b151eda410001365a23	65		45			65	62			65		65	61		65			65	60	57				59	58				46	56	58				61	58	77		65			73	54			63		58	70	68				68	53		61			53	54	18	34	Male		1. English, Welsh, Scottish, Northern Irish or British						BL9	41000	In irregular or occasional work		No	61	"4.	Finding it quite difficult"	3. Somewhat dissatisfied	5	Good	More than half the days	More than half the days	Several days	Several days	Not at all	Several days	Not at all	Not at all	Several days	Several days	Several days	Several days	Not at all	Several days	Several days	Often true	33	22	no	43	I sometimes vote at General Elections	Liberal Democrats		Labour Party		3. Neither agree nor disagree	3. Neither agree nor disagree	1. Strongly disagree	3. Neither agree nor disagree	3. Neither agree nor disagree	3. Neither agree nor disagree	5a993b151eda410001365a23	true
23/01/2024 21:42	23/01/2024 22:13	100	1881	true	23/01/2024 22:13	R_7DRB54ZR4ClI0s9					anonymous	EN	I have read the information above and would like to take part in the survey	5c5a000eb7edc10001a7ee16	90		65			85	75	80				80	60	75				65	95	75				95	70	90				80	50		40			50	80			55		65	80				90	80	75			30		60	95	90				98	90	30	36	Female		1. English, Welsh, Scottish, Northern Irish or British						TS18	12000	In part-time paid work (less than 30 hours a week)		Yes	20	"2.	Doing alright"	1. Completely dissatisfied	6	Very bad	More than half the days	Nearly every day	More than half the days	Nearly every day	Nearly every day	Nearly every day	More than half the days	Several days	Several days	Several days	Several days	Several days	Not at all	More than half the days	More than half the days	Often true	10	10	If I were to suddenly earn a lot of money i may change my mind on taxes? unlikely though	35	I always vote at General Elections	Liberal Democrats		Labour Party		4. Agree	2. Disagree	4. Agree	4. Agree	2. Disagree	2. Disagree	5c5a000eb7edc10001a7ee16	true
23/01/2024 21:55	23/01/2024 22:13	100	1072	true	23/01/2024 22:13	R_2sd069lKbjOQisu					anonymous	EN	I have read the information above and would like to take part in the survey	5ed814fc9e50c230c1efb63c	80				91	85	90	90				90	90	85				90	90		92			90	80				87	87	90		93			92	85			85		85	100	90				100	81		85			85	80			87		85	88	90	50	Male		1. English, Welsh, Scottish, Northern Irish or British						OL5	12000	Unemployed and looking for work		No	35	"3.	Just about getting by"	2. Mostly dissatisfied	4	Bad	More than half the days	Nearly every day	Nearly every day	More than half the days	More than half the days	Nearly every day	Several days	Not at all	Nearly every day	Nearly every day	Nearly every day	More than half the days	Several days	Not at all	Nearly every day	Always true	40	25	I don't tnink I could support the policies more as it is. Maybe if I suddenly had a child I'd be more concerned with the child benefits policy.	21	I always vote at General Elections	Liberal Democrats		Labour Party		1. Strongly disagree	4. Agree	5. Strongly agree	3. Neither agree nor disagree	3. Neither agree nor disagree	2. Disagree	5ed814fc9e50c230c1efb63c	true
23/01/2024 21:58	23/01/2024 22:13	100	885	true	23/01/2024 22:13	R_3qUtofX5zlcEPRH					anonymous	EN	I have read the information above and would like to take part in the survey	65958dd05a3736e30afafc5a	70		90			80	100			100		100	30	25				25	70			80		75	50			80		70	100			100		100	100	100				100	100		100			100	100	100				100	75		80			80	85	70	32	Male		1. English, Welsh, Scottish, Northern Irish or British						Fy4	90000	In full-time paid work (30 or more hours a week)		Yes	0	"2.	Doing alright"	6. Mostly satisfied	7	Good	Several days	Several days	Not at all	Several days	Several days	Several days	Not at all	Not at all	Several days	Not at all	Not at all	Several days	Not at all	More than half the days	Not at all	Always true	75	60	Some were too broad. I support support for kids directly for example, but also don’t want to remove the limit on child benefit. 	45	I always vote at General Elections	Labour Party		Labour Party		1. Strongly disagree	4. Agree	1. Strongly disagree	3. Neither agree nor disagree	3. Neither agree nor disagree	5. Strongly agree	65958dd05a3736e30afafc5a	true
23/01/2024 21:29	23/01/2024 22:17	100	2841	true	23/01/2024 22:17	R_4dKQ4l9GdF7ppTk					anonymous	EN	I have read the information above and would like to take part in the survey	60ef047e8969715a3db7181a	50			75		25	10			15		15	10			10		10	0			15		5	5			5		5	5				5	5	20				10	15	30				35	40	1				1	1	1				1	3	4	50	33	Male		1. English, Welsh, Scottish, Northern Irish or British						CH1	65000	In full-time paid work (30 or more hours a week)		Yes	5	"1.	Living comfortably"	7. Completely satisfied	6	Good	Several days	Several days	Not at all	More than half the days	More than half the days	Several days	Several days	Several days	Several days	Several days	Several days	Several days	Several days	More than half the days	Not at all	Often true	80	80	If I become a socialist or a reprobate or started blaming people for my own problems.	45	I always vote at General Elections	Conservative Party		Conservative Party		2. Disagree	4. Agree	2. Disagree	2. Disagree	3. Neither agree nor disagree	4. Agree	60ef047e8969715a3db7181a	true
23/01/2024 21:53	23/01/2024 22:19	100	1610	true	23/01/2024 22:19	R_6doISPzZvEToANY					anonymous	EN	I have read the information above and would like to take part in the survey	62b23b38a31127d7cdd000f4	70	80				84	61				43	51	83		70			85	38				60	50	68				33	68	89			19		89	15		53			53	63			51		75	58				73	62	90				44	90	60	21	56	Female		1. English, Welsh, Scottish, Northern Irish or British						ST3	42000	Doing voluntary work		Yes	50	"2.	Doing alright"	3. Somewhat dissatisfied	5	Good	Several days	Several days	Not at all	Not at all	Several days	Several days	More than half the days	Several days	Nearly every day	More than half the days	Several days	Nearly every day	Several days	Several days	More than half the days	Often true	33	51	I don't feel my personal circumstances have affected my judgement regarding the policies. The degree of support demonstrated was more to do with fairness and the bigger picture/collateral damage from unseen consequences of seemingly altruistic policies.	44	I always vote at General Elections	Labour Party		Labour Party		2. Disagree	4. Agree	3. Neither agree nor disagree	4. Agree	4. Agree	4. Agree	62b23b38a31127d7cdd000f4	true
23/01/2024 21:24	23/01/2024 22:20	100	3348	true	23/01/2024 22:20	R_7P6pthTKd7xAaRH					anonymous	EN	I have read the information above and would like to take part in the survey	63ebd39a63bb79b50d438ab7	29		30			29	35		50			35	10	0				10	10	10				10	35	0				25	0	0				0	30	0				25	15				40	15	20	70				30	15			10		10	10	5	27	Male		1. English, Welsh, Scottish, Northern Irish or British						TS10	71000	In full-time paid work (30 or more hours a week)		Yes	0	"2.	Doing alright"	5. Somewhat satisfied	5	Good	Several days	Several days	Several days	Several days	Not at all	More than half the days	Not at all	Not at all	Several days	Several days	Several days	Several days	Not at all	More than half the days	Not at all	Always true	30	12	N/A	60	I always vote at General Elections	Prefer not to say		Don't know		2. Disagree	3. Neither agree nor disagree	2. Disagree	3. Neither agree nor disagree	3. Neither agree nor disagree	5. Strongly agree	63ebd39a63bb79b50d438ab7	true
23/01/2024 21:58	23/01/2024 22:23	100	1527	true	23/01/2024 22:23	R_8F3dheae16QEAPn					anonymous	EN	I have read the information above and would like to take part in the survey	5d498490ab6774001538905b	100				100	100	100				100	100	100		100			100	100				100	100	30		10			0	100				100	100	100				60	90	100			70		100	50			60		60	30		50			55	70	40	36	Female		5. Any other Asian background, please type in below			Filipino			LL53	28000	In part-time paid work (less than 30 hours a week)		No	0	"2.	Doing alright"	3. Somewhat dissatisfied	6	Good	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Often true	100	70	Maybe when I have my own children and earning more.	50	I've not been eligible in the past to vote at a General Election	I was not eligible to vote at the last General Election (for example due to age, residency etc.)		Don't know		4. Agree	1. Strongly disagree	4. Agree	5. Strongly agree	1. Strongly disagree	5. Strongly agree	5d498490ab6774001538905b	true
23/01/2024 22:19	23/01/2024 22:27	100	495	true	23/01/2024 22:27	R_1C4wogWGsJmRwg9					anonymous	EN	I have read the information above and would like to take part in the survey	63d16bb09fbf6b74afb1a010	56	48				70	57				85	78	88			84		88	66	75				79	49			48		63	79				60	70	61		53			60	88			90		87	69	70				68	39		50			18	55	55	46	Male		1. English, Welsh, Scottish, Northern Irish or British						BB3	50000	In full-time paid work (30 or more hours a week)		Yes	0	"2.	Doing alright"	5. Somewhat satisfied	6	Good	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Always true	88	84	Higher wages	60	I always vote at General Elections	Conservative Party		Conservative Party		3. Neither agree nor disagree	4. Agree	4. Agree	3. Neither agree nor disagree	4. Agree	3. Neither agree nor disagree	63d16bb09fbf6b74afb1a010	true
23/01/2024 21:59	23/01/2024 22:30	100	1831	true	23/01/2024 22:30	R_4z0MmzQyFkuOOM9					anonymous	EN	I have read the information above and would like to take part in the survey	5c79c84a54c5d600175fd005	50			62		55	81	70				81	76			86		86	95			94		95	61	73				71	93			77		88	86		82			85	89		84			90	75		87			87	94			89		90	86	24	62	Female		1. English, Welsh, Scottish, Northern Irish or British						LL30	20000	In full-time paid work (30 or more hours a week)		Yes	72	"4.	Finding it quite difficult"	2. Mostly dissatisfied	4	Good	Not at all	Several days	Several days	Several days	Several days	Several days	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Often true	45	42	if I lost my job	28	I always vote at General Elections	Liberal Democrats		Labour Party		2. Disagree	4. Agree	1. Strongly disagree	4. Agree	3. Neither agree nor disagree	2. Disagree	5c79c84a54c5d600175fd005	true
23/01/2024 22:06	23/01/2024 22:30	100	1416	true	23/01/2024 22:30	R_3vIbEN0IvSvgFe9					anonymous	EN	I have read the information above and would like to take part in the survey	63e51be6160d87e5c89fa19d	92				40	81	40				77	53	100	61				100	88	80				64	33			91		60	100		52			32	94			85		86	90				73	87	64				91	73	51		56			71	78	60	33	Female		1. English, Welsh, Scottish, Northern Irish or British						Ll18	45000	Self-employed		No	10	"3.	Just about getting by"	3. Somewhat dissatisfied	4	Fair	Several days	Several days	Several days	More than half the days	More than half the days	Several days	Several days	Not at all	More than half the days	Several days	Several days	Several days	Several days	More than half the days	Several days	Rarely true	29	29	Income change, change of government	25	I always vote at General Elections	Labour Party		Labour Party		3. Neither agree nor disagree	4. Agree	2. Disagree	2. Disagree	4. Agree	2. Disagree	63e51be6160d87e5c89fa19d	true
23/01/2024 22:08	23/01/2024 22:30	100	1331	true	23/01/2024 22:30	R_1frtoSMYM4uxYFy					anonymous	EN	I have read the information above and would like to take part in the survey	63e51bcabf370d509e9a93b0	98		88			96	86			81		93	100				92	95	93				67	58	82				44	80	98				70	76	78	57				83	78				77	85	89			83		86	80	88				95	88	82	24	Female		1. English, Welsh, Scottish, Northern Irish or British						ST6	24000	In part-time paid work (less than 30 hours a week)		Yes	28	"3.	Just about getting by"	4. Neither satisfied nor dissatisfied	4	Very good	More than half the days	Not at all	Nearly every day	Several days	Several days	Not at all	Not at all	Not at all	Not at all	Several days	More than half the days	Nearly every day	Nearly every day	Several days	Several days	Often true	49	65	Caring about others in my family	14	I always vote at General Elections	Labour Party		Green Party		4. Agree	2. Disagree	4. Agree	5. Strongly agree	1. Strongly disagree	3. Neither agree nor disagree	63e51bcabf370d509e9a93b0	true
23/01/2024 22:19	23/01/2024 22:30	100	672	true	23/01/2024 22:30	R_2VHI5V7HhUhfeux					anonymous	EN	I have read the information above and would like to take part in the survey	63e54f85240b204e36ec6f4b	5			50		10	40	20				36	30		51			40	80				60	80	40		50			45	50			60		61	50			30		49	50		61			55	40			31		40	0				0	0	10	15	33	Male		1. English, Welsh, Scottish, Northern Irish or British						s8	58000	In full-time paid work (30 or more hours a week)		No	0	"1.	Living comfortably"	6. Mostly satisfied	7	Very good	Several days	Several days	Several days	Several days	Not at all	Several days	Several days	Not at all	Several days	Several days	Several days	Several days	Not at all	Several days	Several days	Always true	80	50		65	I sometimes vote at General Elections	I chose not to vote at the last General Election		I will choose not to vote at the next General Election		4. Agree	3. Neither agree nor disagree	4. Agree	4. Agree	2. Disagree	4. Agree	63e54f85240b204e36ec6f4b	true
23/01/2024 22:10	23/01/2024 22:30	100	1197	true	23/01/2024 22:30	R_4wdG6xrGJaVULvO					anonymous	EN	I have read the information above and would like to take part in the survey	5eb411c4b0526d222fbb4395	5				5	5	0		5			0	40			40		40	70		70			75	10				5	5	15			4		5	65				25	25	20	10				10	80	80				85	61				30	20	15	10	62	Male		1. English, Welsh, Scottish, Northern Irish or British						CA14	20000	In part-time paid work (less than 30 hours a week)		Yes	0	"2.	Doing alright"	5. Somewhat satisfied	5	Very good	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Several days	Not at all	Not at all	Not at all	Not at all	Several days	Not at all	Often true	81	95	Lack of action with regards to illegal immigration 	65	I always vote at General Elections	Conservative Party		Reform UK		5. Strongly agree	1. Strongly disagree	5. Strongly agree	5. Strongly agree	1. Strongly disagree	5. Strongly agree	5eb411c4b0526d222fbb4395	true
23/01/2024 22:00	23/01/2024 22:31	100	1833	true	23/01/2024 22:31	R_3R4jZNlkce0gTRE					anonymous	EN	I have read the information above and would like to take part in the survey	6520cf246fe60f36e19ec9d6	80	74				78	89		52			58	23		15			14	100	100				100	67	100				100	74	94				92	100				90	91	85	26				19	69		100			100	100	75				78	100	100	38	Male		2. Any other ethnic group, please type in below					Turkish	BL4 	15000	In full-time paid work (30 or more hours a week)		No	19	"3.	Just about getting by"	3. Somewhat dissatisfied	4	Good	Several days	Not at all	Several days	Several days	Several days	Not at all	Several days	Several days	Not at all	Several days	Several days	Not at all	Not at all	Not at all	Not at all	Always true	61	60	It is been nice survey 	70	I sometimes vote at General Elections	Conservative Party		Conservative Party		4. Agree	4. Agree	1. Strongly disagree	1. Strongly disagree	4. Agree	4. Agree	6520cf246fe60f36e19ec9d6	true
23/01/2024 22:05	23/01/2024 22:31	100	1594	true	23/01/2024 22:32	R_5muOw5IK7yhFQTn					anonymous	EN	I have read the information above and would like to take part in the survey	5da753d65c6987001335a067	30	65				50	55		40			50	70				80	75	45		40			45	35		50			38	75	50				75	80			85		85	50		70			65	80				60	81	50			50		50	70	60	56	Female		1. English, Welsh, Scottish, Northern Irish or British						CA11	24000	In full-time paid work (30 or more hours a week)		Yes	30	"2.	Doing alright"	5. Somewhat satisfied	5	Very good	Not at all	Not at all	Nearly every day	Not at all	More than half the days	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Often true	90	95	Having more information to make better informed decisions	50	I always vote at General Elections	Prefer not to say		Prefer not to say		4. Agree	3. Neither agree nor disagree	4. Agree	4. Agree	2. Disagree	2. Disagree	5da753d65c6987001335a067	true
